0.000000000000000000e+00 0.000000000000000000e+00 1.116190205712531913e+00
0.000000000000000000e+00 1.000000000000000000e+00 1.018616490209840464e+00
0.000000000000000000e+00 2.000000000000000000e+00 9.199624963282460044e-01
0.000000000000000000e+00 3.000000000000000000e+00 8.167118297909681246e-01
0.000000000000000000e+00 4.000000000000000000e+00 6.911377543427955628e-01
0.000000000000000000e+00 5.000000000000000000e+00 6.251490658810877621e-01
0.000000000000000000e+00 6.000000000000000000e+00 5.810808309864803345e-01
0.000000000000000000e+00 7.000000000000000000e+00 5.621726910007577294e-01
0.000000000000000000e+00 8.000000000000000000e+00 1.066610946913075120e+00
0.000000000000000000e+00 9.000000000000000000e+00 1.016248584089823215e+00
0.000000000000000000e+00 1.000000000000000000e+01 9.211460803105220307e-01
0.000000000000000000e+00 1.100000000000000000e+01 8.097553401329871114e-01
0.000000000000000000e+00 1.200000000000000000e+01 7.284586978193933193e-01
0.000000000000000000e+00 1.300000000000000000e+01 6.324187160950706099e-01
0.000000000000000000e+00 1.400000000000000000e+01 5.529954825307058508e-01
0.000000000000000000e+00 1.500000000000000000e+01 4.981137046065820528e-01
0.000000000000000000e+00 1.600000000000000000e+01 1.159703108817895068e+00
0.000000000000000000e+00 1.700000000000000000e+01 1.109885988138709978e+00
0.000000000000000000e+00 1.800000000000000000e+01 1.063051813222682940e+00
0.000000000000000000e+00 1.900000000000000000e+01 1.030308000422055059e+00
0.000000000000000000e+00 2.000000000000000000e+01 1.006100082696888443e+00
0.000000000000000000e+00 2.100000000000000000e+01 9.854578031676064498e-01
0.000000000000000000e+00 2.200000000000000000e+01 1.022914461076760428e+00
0.000000000000000000e+00 2.300000000000000000e+01 1.079349335144645039e+00
0.000000000000000000e+00 2.400000000000000000e+01 4.649207510308984714e-01
0.000000000000000000e+00 2.500000000000000000e+01 3.542725449489049216e-01
0.000000000000000000e+00 2.600000000000000000e+01 2.460767487805635423e-01
0.000000000000000000e+00 2.700000000000000000e+01 1.474044091772439280e-01
0.000000000000000000e+00 2.800000000000000000e+01 1.000749049194374352e-01
0.000000000000000000e+00 2.900000000000000000e+01 1.661064255441848103e-01
0.000000000000000000e+00 3.000000000000000000e+01 2.713991321340498142e-01
