0.000000000000000000e+00 0.000000000000000000e+00 9.942331483646864310e-03
0.000000000000000000e+00 1.000000000000000000e+00 9.924590746191227358e-03
0.000000000000000000e+00 2.000000000000000000e+00 1.001453675633583174e-02
0.000000000000000000e+00 3.000000000000000000e+00 1.027647037937874305e-02
0.000000000000000000e+00 4.000000000000000000e+00 1.076028390957663866e-02
0.000000000000000000e+00 5.000000000000000000e+00 1.145110859302238097e-02
0.000000000000000000e+00 6.000000000000000000e+00 1.229963336701320187e-02
0.000000000000000000e+00 7.000000000000000000e+00 1.325735538917356508e-02
0.000000000000000000e+00 8.000000000000000000e+00 1.428897547708171505e-02
0.000000000000000000e+00 9.000000000000000000e+00 1.537220646283545163e-02
1.000000000000000000e+00 0.000000000000000000e+00 9.961897933894677676e-03
1.000000000000000000e+00 1.000000000000000000e+00 9.717566642712251873e-03
1.000000000000000000e+00 2.000000000000000000e+00 9.624861154152048945e-03
1.000000000000000000e+00 3.000000000000000000e+00 9.756722026248026980e-03
1.000000000000000000e+00 4.000000000000000000e+00 1.014243854492607490e-02
1.000000000000000000e+00 5.000000000000000000e+00 1.075214361012850374e-02
1.000000000000000000e+00 6.000000000000000000e+00 1.152760327004293851e-02
1.000000000000000000e+00 7.000000000000000000e+00 1.241462089734245156e-02
1.000000000000000000e+00 8.000000000000000000e+00 1.337561384211570156e-02
1.000000000000000000e+00 9.000000000000000000e+00 1.439274163214095299e-02
2.000000000000000000e+00 0.000000000000000000e+00 1.011084771514632503e-02
2.000000000000000000e+00 1.000000000000000000e+00 9.671538193803244643e-03
2.000000000000000000e+00 2.000000000000000000e+00 9.422772887374999268e-03
2.000000000000000000e+00 3.000000000000000000e+00 9.427844881368059593e-03
2.000000000000000000e+00 4.000000000000000000e+00 9.702702385413146391e-03
2.000000000000000000e+00 5.000000000000000000e+00 1.020810529987920857e-02
2.000000000000000000e+00 6.000000000000000000e+00 1.087811995116047536e-02
2.000000000000000000e+00 7.000000000000000000e+00 1.165507940971709927e-02
2.000000000000000000e+00 8.000000000000000000e+00 1.251128663852647989e-02
2.000000000000000000e+00 9.000000000000000000e+00 1.344685962858331238e-02
3.000000000000000000e+00 0.000000000000000000e+00 1.040059735546030283e-02
