1.000000000000000000e+00 0.000000000000000000e+00 1.111111111111111049e-01
2.000000000000000000e+00 0.000000000000000000e+00 2.222222222222222099e-01
3.000000000000000000e+00 0.000000000000000000e+00 3.333333333333333148e-01
4.000000000000000000e+00 0.000000000000000000e+00 4.444444444444444198e-01
5.000000000000000000e+00 0.000000000000000000e+00 5.555555555555555802e-01
6.000000000000000000e+00 0.000000000000000000e+00 6.666666666666666297e-01
7.000000000000000000e+00 0.000000000000000000e+00 7.777777777777776791e-01
8.000000000000000000e+00 0.000000000000000000e+00 8.888888888888888395e-01
9.000000000000000000e+00 1.000000000000000000e+00 1.111111111111111049e-01
1.000000000000000000e+01 1.000000000000000000e+00 2.222222222222222099e-01
1.100000000000000000e+01 1.000000000000000000e+00 3.333333333333333148e-01
1.200000000000000000e+01 1.000000000000000000e+00 4.444444444444444198e-01
1.300000000000000000e+01 1.000000000000000000e+00 5.555555555555555802e-01
1.400000000000000000e+01 1.000000000000000000e+00 6.666666666666666297e-01
1.500000000000000000e+01 1.000000000000000000e+00 7.777777777777776791e-01
1.600000000000000000e+01 1.000000000000000000e+00 8.888888888888888395e-01
1.700000000000000000e+01 1.111111111111111049e-01 0.000000000000000000e+00
1.800000000000000000e+01 2.222222222222222099e-01 0.000000000000000000e+00
1.900000000000000000e+01 3.333333333333333148e-01 0.000000000000000000e+00
2.000000000000000000e+01 4.444444444444444198e-01 0.000000000000000000e+00
2.100000000000000000e+01 5.555555555555555802e-01 0.000000000000000000e+00
2.200000000000000000e+01 6.666666666666666297e-01 0.000000000000000000e+00
2.300000000000000000e+01 7.777777777777776791e-01 0.000000000000000000e+00
2.400000000000000000e+01 8.888888888888888395e-01 0.000000000000000000e+00
2.500000000000000000e+01 1.111111111111111049e-01 1.000000000000000000e+00
2.600000000000000000e+01 2.222222222222222099e-01 1.000000000000000000e+00
2.700000000000000000e+01 3.333333333333333148e-01 1.000000000000000000e+00
2.800000000000000000e+01 4.444444444444444198e-01 1.000000000000000000e+00
2.900000000000000000e+01 5.555555555555555802e-01 1.000000000000000000e+00
3.000000000000000000e+01 6.666666666666666297e-01 1.000000000000000000e+00
3.100000000000000000e+01 7.777777777777776791e-01 1.000000000000000000e+00
3.200000000000000000e+01 8.888888888888888395e-01 1.000000000000000000e+00
3.300000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
3.400000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00
3.500000000000000000e+01 1.000000000000000000e+00 0.000000000000000000e+00
3.600000000000000000e+01 1.000000000000000000e+00 1.000000000000000000e+00
